year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,deal_rating
2012,FORD,Escape,Limited,suv,automatic,1fmcu0e70ckc64248,tx,49.0,25630.0,—,black,ford motor credit company llc,17450.0,18600.0,Thu Feb 26 2015 02:30:00 GMT-0800 (PST),Fair Market
2014,HONDA,Civic,LX,sedan,manual,19xfb2e5xee016693,fl,19.0,13858.0,black,black,jpmorgan chase bank n.a.,15400.0,12300.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT),Great Deal
2012,TOYOTA,Camry,XLE,sedan,automatic,4t4bf1fk1cr202558,ca,21.0,65512.0,black,gray,sama california auto export inc,11450.0,12000.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST),Fair Market
2014,NAN,Nan,,nan,automatic,2c4rvadgxer134761,ca,5.0,13376.0,white,gray,vw credit prequalified,24800.0,26250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST),Fair Market
2008,TOYOTA,Avalon,Limited,sedan,,4t1bk36b88u306991,pa,38.0,80455.0,white,beige,alans autos,10850.0,10600.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST),Fair Market
2012,CHEVROLET,Impala,LT Fleet,sedan,automatic,2g1wg5e36c1136222,mo,34.0,90766.0,white,gray,dt credit corporation,7850.0,7200.0,Wed Dec 31 2014 10:30:00 GMT-0800 (PST),Good Price
2004,NISSAN,Quest,3.5 S,minivan,automatic,5n1bv28u64n363050,fl,27.0,181823.0,silver,gray,nextgear capital,2275.0,1700.0,Thu Jan 15 2015 01:35:00 GMT-0800 (PST),Good Price
2006,KIA,Sportage,LX,suv,automatic,kndje723967219027,mi,28.0,166067.0,green,tan,credit acceptance corp/vrs/southfield,1875.0,2350.0,Thu Feb 05 2015 01:30:00 GMT-0800 (PST),Fair Market
2003,JAGUAR,S-Type,3,sedan,automatic,sajea01t23fm81321,ca,22.0,69354.0,gray,gray,aaero sweet company,3425.0,2900.0,Wed Feb 18 2015 03:30:00 GMT-0800 (PST),Good Price
2014,TOYOTA,Camry,SE,sedan,automatic,4t1bf1fk2eu376989,nv,4.0,21210.0,white,black,toyota motor sales usa inc/program,16200.0,16400.0,Fri Jan 23 2015 04:00:00 GMT-0800 (PST),Fair Market
2014,JEEP,Compass,Sport,suv,automatic,1c4njcba0ed925033,il,4.0,10839.0,silver,black,hertz corporation/gdp,14600.0,15000.0,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT),Fair Market
2007,BUICK,Lacrosse,CX,sedan,automatic,2g4wc582071133047,il,19.0,103682.0,white,gray,santander consumer,4500.0,5300.0,Tue Feb 17 2015 02:00:00 GMT-0800 (PST),Fair Market
2012,TOYOTA,Camry,LE,sedan,automatic,4t1bf1fk6cu520976,fl,37.0,11473.0,red,beige,world omni financial corporation,14500.0,14300.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),Fair Market
2008,SATURN,Astra,XR,hatchback,automatic,w08at271685141152,fl,23.0,101147.0,black,black,regional acceptance corporation / greenville,3675.0,2800.0,Tue Jun 16 2015 10:30:00 GMT-0700 (PDT),Good Price
2009,NISSAN,Murano,SL,suv,automatic,jn8az18w09w205390,fl,2.0,91270.0,silver,black,tdaf remarketing,11750.0,11000.0,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),Good Price
2013,BMW,X5,xDrive35i,suv,automatic,5uxzv4c51d0b01224,il,36.0,54194.0,white,black,tdaf remarketing,34800.0,31500.0,Tue May 26 2015 04:00:00 GMT-0700 (PDT),Great Deal
2014,FORD,Escape,SE,suv,automatic,1fmcu0gx2eub81537,pa,47.0,49429.0,brown,gray,ford motor credit company,15850.0,14400.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),Good Price
2009,TOYOTA,Yaris,Base,sedan,manual,jtdbt923691346671,pr,28.0,67625.0,black,black,reliable financial services inc,6325.0,5100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),Good Price
2013,HONDA,Odyssey,LX,minivan,automatic,5fnrl5h2xdb058769,il,19.0,33162.0,gray,gray,avis corporation,18150.0,17300.0,Tue Mar 10 2015 04:30:00 GMT-0700 (PDT),Good Price
2011,TOYOTA,Camry,Base,sedan,automatic,4t1bf3ek7bu703136,fl,24.0,60631.0,silver,gray,napleton's palm beach acura,10050.0,8500.0,Thu May 21 2015 02:15:00 GMT-0700 (PDT),Great Deal
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0h75dr221726,fl,34.0,60317.0,red,black,the hertz corporation,11400.0,10900.0,Wed Jun 03 2015 02:40:00 GMT-0700 (PDT),Fair Market
2013,NISSAN,Maxima,3.5 S,sedan,automatic,1n4aa5ap5dc832258,co,36.0,50358.0,white,black,the hertz corporation,13850.0,13600.0,Wed Jun 03 2015 04:45:00 GMT-0700 (PDT),Fair Market
2010,CHEVROLET,Aveo,1LT,sedan,automatic,kl1td5de9ab049988,nj,23.0,79592.0,black,gray,autolenders liquidation center,4275.0,4100.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Fair Market
2006,BMW,3 Series,325i,sedan,automatic,wbavb13536kx40245,ca,32.0,129569.0,black,gray,walters auto sales/service inc,6150.0,7700.0,Tue Feb 03 2015 04:30:00 GMT-0800 (PST),Fair Market
2012,FORD,Fusion,SE,sedan,automatic,3fahp0ha5cr192294,mn,44.0,49436.0,red,black,ford motor credit company llc,10900.0,12100.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),Fair Market
1999,TOYOTA,Avalon,XLS,sedan,automatic,4t1bf18bxxu342539,ga,19.0,174586.0,silver,gray,crown nissan greenville,1450.0,1500.0,Tue Feb 10 2015 05:00:00 GMT-0800 (PST),Fair Market
2011,CHEVROLET,Traverse,LT1,suv,automatic,1gnkvged9bj388851,ca,28.0,36481.0,silver,gray,dtg operations inc,18650.0,17800.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST),Good Price
2004,VOLVO,S60,2.4,sedan,automatic,yv1rs61t542411055,fl,29.0,99248.0,black,black,consolidated asset recovery systems  inc.,3250.0,1200.0,Wed May 13 2015 08:10:00 GMT-0700 (PDT),Great Deal
2015,BMW,X1,xDrive28i,suv,automatic,wbavl1c58fvy29076,nj,48.0,7887.0,—,black,bmw na manheim new jersey,31200.0,32500.0,Tue Jan 13 2015 06:00:00 GMT-0800 (PST),Fair Market
2005,JEEP,Liberty,Sport,suv,automatic,1j4gl48k05w514402,in,35.0,116126.0,red,gray,general acceptance corporation,3825.0,3300.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),Good Price
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap6cc222506,il,41.0,57687.0,—,black,nissan motor acceptance corporation,10700.0,9600.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST),Good Price
2012,CHEVROLET,Equinox,LS,suv,automatic,2gnalbek4c1270267,ms,41.0,23792.0,silver,black,fiserv/global lending services,15000.0,15600.0,Thu May 21 2015 03:30:00 GMT-0700 (PDT),Fair Market
2011,CHEVROLET,Tahoe,LS,suv,automatic,1gnscae01br235740,ca,34.0,50586.0,black,black,reliance motors llc,22300.0,24500.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT),Fair Market
2006,MERCURY,Mariner Hybrid,Base,suv,automatic,4m2cu98h86kj12665,pa,29.0,68260.0,silver,brown,bobby rahal volvo jaguar land rover,5125.0,6100.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST),Fair Market
2008,FORD,Ranger,SPORT,supercab,manual,1ftzr45e48pa28279,mi,25.0,107834.0,black,black,stratford hyundai,8125.0,7500.0,Thu Jan 22 2015 01:30:00 GMT-0800 (PST),Good Price
2007,PONTIAC,Solstice,Base,convertible,manual,1g2mb35b37y108104,wi,34.0,39789.0,silver,black,bank of the west,8000.0,8700.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),Fair Market
2014,NISSAN,Altima,2.5 S,sedan,automatic,1n4al3ap7ec204234,nc,33.0,46453.0,red,gray,courtesy kia mitsubishi,12550.0,13400.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT),Fair Market
2005,BMW,5 Series,530i,sedan,automatic,wbana735x5b818539,pa,32.0,108909.0,blue,gray,bobby rahal bmw of south hills,6900.0,7300.0,Wed Feb 18 2015 01:00:00 GMT-0800 (PST),Fair Market
2013,HYUNDAI,Elantra,GLS,sedan,automatic,5npdh4ae0dh398461,mn,49.0,6464.0,gray,tan,hyundai motor finance,12250.0,12500.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT),Fair Market
2006,CHEVROLET,Silverado 1500,LS2,crew cab,automatic,2gcek13v961208923,nv,32.0,91198.0,burgundy,beige,collateral solutions,10750.0,11700.0,Fri Feb 27 2015 04:00:00 GMT-0800 (PST),Fair Market
2013,HYUNDAI,Elantra,GLS,sedan,automatic,5npdh4ae4dh360666,ca,37.0,43192.0,silver,gray,enterprise vehicle exchange/orange,10950.0,11400.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST),Fair Market
2004,VOLKSWAGEN,New Beetle,GLS,hatchback,automatic,3vwck31c64m416958,va,37.0,98374.0,yellow,black,brown's manassas hyundai,2550.0,3700.0,Thu Jun 11 2015 02:05:00 GMT-0700 (PDT),Fair Market
2011,BMW,3 Series,328i xDrive,sedan,automatic,wbapk5g59bnn28355,nv,28.0,24777.0,black,black,financial services remarketing (lease),20300.0,18750.0,Fri Feb 13 2015 04:00:00 GMT-0800 (PST),Great Deal
2013,CHRYSLER,200,Touring,sedan,automatic,1c3ccbbb7dn608500,ca,35.0,38682.0,gray,black,avis corporation,10750.0,11000.0,Tue Feb 03 2015 04:30:00 GMT-0800 (PST),Fair Market
2000,CHEVROLET,Blazer,LT,suv,,1gndt13w2y2265458,ga,1.0,194447.0,gray,—,automobile acceptance corp,1225.0,375.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST),Good Price
2010,DODGE,Caliber,SXT Fleet,wagon,automatic,1b3cb4ha8ad630386,ga,24.0,96459.0,gold,black,cameron motor sports,5425.0,6000.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT),Fair Market
2006,VOLKSWAGEN,Jetta,TDI,sedan,automatic,3vwct81kx6m853589,tx,36.0,111600.0,white,tan,fdic leasing,5225.0,5100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),Fair Market
2006,FORD,F-150,XLT,supercrew,,1ftpw14526kb95802,tn,21.0,173832.0,blue,tan,gm financial,5600.0,8500.0,Tue May 26 2015 03:30:00 GMT-0700 (PDT),Fair Market
2000,TOYOTA,Rav4,Base,suv,,jt3gp10v9y7066582,fl,26.0,187099.0,gray,gray,courtesy toyota of brandon,2525.0,2300.0,Thu Jan 15 2015 08:20:00 GMT-0800 (PST),Fair Market
2011,INFINITI,G Sedan,G37x,g sedan,automatic,jn1cv6ar5bm412430,wa,35.0,29460.0,silver,black,nissan infiniti lt,19550.0,20250.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),Fair Market
2004,CHEVROLET,Cavalier,Base,sedan,,3g1jc52f14s126000,on,24.0,113697.0,beige,beige,mercedes-benz,1150.0,2000.0,Thu Jan 15 2015 10:30:00 GMT-0800 (PST),Fair Market
2010,VOLKSWAGEN,Jetta,Limited Edition PZEV,sedan,automatic,3vwjz7aj7am079155,ca,1.0,111028.0,—,black,vw credit,4800.0,4500.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST),Fair Market
2012,CHEVROLET,Volt,Base,hatchback,automatic,1g1ra6e4xcu112183,pa,42.0,46026.0,—,black,ge fleet services for itself/servicer,13350.0,13600.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST),Fair Market
2010,DODGE,Grand Caravan,SXT,minivan,automatic,2d4rn5d15ar251504,mo,28.0,107422.0,white,gray,primeritus remarketing/gateway affordable motors,7150.0,6600.0,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),Good Price
2003,BUICK,Lesabre,Custom,sedan,automatic,1g4hp54k434190918,sc,34.0,109992.0,burgundy,gray,east coast honda,2900.0,3800.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),Fair Market
2013,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4ac6dh538873,oh,44.0,15903.0,black,tan,hyundai motor finance,12900.0,13500.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT),Fair Market
2014,HONDA,Accord,Sport,sedan,,1hgcr2f52ea098405,pa,24.0,18477.0,blue,black,ahfc/honda lease trust/hvt  inc.,19000.0,16700.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST),Great Deal
2006,NAN,Nan,,nan,automatic,1g6dc67ax60121625,mn,4.0,68092.0,white,tan,santander consumer,8725.0,9700.0,Thu Feb 05 2015 02:45:00 GMT-0800 (PST),Fair Market
2005,HONDA,Element,LX,suv,automatic,5j6yh18355l006019,va,33.0,200373.0,green,gray,pohanka honda of fredericksburg,1875.0,2800.0,Thu Jun 11 2015 02:50:00 GMT-0700 (PDT),Fair Market
1999,NAN,Nan,,nan,automatic,1j4gw58n4xc666498,ga,22.0,212000.0,gray,gray,toyota of greenville,900.0,1000.0,Tue Jun 16 2015 06:00:00 GMT-0700 (PDT),Fair Market
2007,HONDA,Odyssey,EX-L,minivan,automatic,5fnrl387x7b059649,nc,28.0,110025.0,blue,gray,crossroads ford inc,7825.0,9500.0,Mon Jun 08 2015 02:00:00 GMT-0700 (PDT),Fair Market
2014,CHRYSLER,200,LX,sedan,automatic,1c3ccbab6en146840,az,41.0,36918.0,burgundy,black,enterprise veh exchange/rental,10350.0,10500.0,Thu Jun 11 2015 05:00:00 GMT-0700 (PDT),Fair Market
2006,DODGE,Grand Caravan,SXT,minivan,automatic,2d4gp44l66r722757,ga,28.0,96960.0,white,gray,germain lexus,3525.0,3600.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST),Fair Market
2008,CHRYSLER,Town And Country,LX,minivan,automatic,2a8hr44h18r651843,oh,41.0,108103.0,blue,gray,chrysler capital,5125.0,6300.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST),Fair Market
2006,JEEP,Wrangler,6c unlimited,nan,automatic,1j4fa44s16p771913,wi,27.0,67646.0,silver,black,gm financial,14000.0,12500.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST),Good Price
2008,HYUNDAI,Elantra,GLS,sedan,automatic,kmhdu46d08u526538,nj,29.0,97819.0,black,gray,lester glenn buick,4350.0,5400.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT),Fair Market
2011,HONDA,Accord,EX-L,sedan,automatic,1hgcp2f86ba021368,nj,44.0,28082.0,silver,black,ahfc/honda lease trust/hvt  inc.,14600.0,15300.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Altima,2.5,sedan,automatic,1n4al3ap6dn415217,wa,42.0,30746.0,blue,black,nissan motor acceptance corporation,13750.0,14400.0,Wed May 27 2015 05:30:00 GMT-0700 (PDT),Fair Market
2009,BMW,X5,xDrive48i,suv,automatic,5uxfe835x9l169213,wi,32.0,111854.0,black,black,financial services remarketing (lease),14950.0,14100.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST),Good Price
2010,LEXUS,Rx 350,Base,suv,automatic,2t2zk1ba8ac029813,ca,21.0,48193.0,gray,beige,premium auto wholesale,22500.0,20350.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),Great Deal
2001,JAGUAR,Xj-Series,XJ8,sedan,automatic,sajda14c61lf32222,ga,31.0,139323.0,beige,beige,mercedes benz of buckhead,1150.0,1900.0,Tue Mar 03 2015 05:00:00 GMT-0800 (PST),Fair Market
2000,NAN,Nan,,nan,,1ftyr14v1yta98485,fl,25.0,198377.0,gold,gray,autonation toyota scion weston,1525.0,1300.0,Tue Jan 27 2015 10:00:00 GMT-0800 (PST),Fair Market
2015,BMW,X1,xDrive28i,suv,automatic,wbavl1c53fvy25131,oh,44.0,4739.0,beige,—,bmw north america raa,50600.0,52750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT),Fair Market
2012,FORD,Fusion,SPORT,sedan,automatic,3fahp0kc2cr156072,mi,4.0,33315.0,black,black,remarketing by ge/tubbs brothers,14600.0,15000.0,Thu Jan 29 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0h76dr176098,mi,26.0,20523.0,white,black,ford motor credit company llc,14650.0,12600.0,Thu Feb 05 2015 01:00:00 GMT-0800 (PST),Great Deal
2011,TOYOTA,Prius,Three,hatchback,automatic,jtdkn3du1b5322435,wi,48.0,44176.0,blue,gray,toyota financial services,13550.0,16500.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),Fair Market
2012,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4ac0ch441635,fl,39.0,30995.0,black,gray,hyundai motor finance,11900.0,12200.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),Fair Market
2010,BMW,7 Series,750Li xDrive,sedan,automatic,wbakc8c53acy68593,pa,38.0,63166.0,silver,tan,twin willows ii inc,28700.0,28400.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,VOLKSWAGEN,Cc,Lux,sedan,automatic,wvwrn7an5de510106,tx,27.0,41110.0,black,beige,vw credit,17500.0,17800.0,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT),Fair Market
2013,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4acxdh627412,oh,41.0,26199.0,gray,gray,hyundai motor finance,13000.0,12900.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Fair Market
2006,JEEP,Grand Cherokee,Laredo,suv,automatic,1j4gs48k96c293078,fl,27.0,94383.0,gray,beige,advantage ford of stuart inc,6325.0,6000.0,Thu Jan 22 2015 03:15:00 GMT-0800 (PST),Fair Market
2012,NAN,Nan,,nan,automatic,salmf1e49ca363017,ca,42.0,78839.0,black,beige,jaguar land rover north scottsdale,39700.0,37750.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST),Great Deal
2008,BUICK,Enclave,CXL,suv,automatic,5gaev237x8j100853,fl,43.0,172462.0,beige,beige,auto sails inc,7500.0,8600.0,Tue Feb 10 2015 08:00:00 GMT-0800 (PST),Fair Market
2014,HONDA,Accord Hybrid,Touring,sedan,automatic,1hgcr6f71ea003017,ca,44.0,22561.0,silver,black,culver city honda,27000.0,26250.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT),Good Price
2011,CHRYSLER,300,C,sedan,automatic,2c3ca6ct1bh539491,ga,24.0,98895.0,black,beige,town & country motors ii,16850.0,13300.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST),Great Deal
2014,INFINITI,Q50,Premium,sedan,automatic,jn1bv7ap8em680277,ca,43.0,15281.0,red,black,nissan infiniti lt,29100.0,27000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST),Great Deal
2008,NISSAN,Pathfinder,SE,suv,automatic,5n1ar18b88c658483,md,25.0,140617.0,black,black,darcars nissan,6900.0,7000.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT),Fair Market
2012,NISSAN,Maxima,3.5 SV,sedan,automatic,1n4aa5apxcc820203,fl,25.0,56720.0,black,black,nissan-infiniti lt,15300.0,15000.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Fair Market
2013,NISSAN,Altima,2.5,sedan,automatic,1n4al3ap5dc113879,fl,44.0,43100.0,white,black,nissan-infiniti lt,15000.0,15200.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT),Fair Market
2011,HYUNDAI,Sonata,Limited,sedan,automatic,5npec4ab2bh262693,tx,34.0,70461.0,black,tan,lone star ford,11300.0,10700.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT),Good Price
2011,NISSAN,Altima,2.5,sedan,automatic,1n4al2ap9bn488184,fl,19.0,101434.0,blue,black,santander consumer,7600.0,7100.0,Wed Jan 28 2015 01:05:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Silverado 1500,LT,extended cab,automatic,1gcrkse71dz324031,il,33.0,10499.0,red,black,bank of america,28600.0,27400.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT),Good Price
2014,KIA,Optima,LX,sedan,,5xxgm4a74eg333393,ga,44.0,17533.0,burgundy,beige,kia motors america  inc,15150.0,15700.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),Fair Market
2012,MAZDA,Mazdaspeed 3,Touring,hatchback,manual,jm1bl1l32c1559267,mo,39.0,34363.0,gray,—,tdaf remarketing,16300.0,16500.0,Tue Jun 02 2015 03:30:00 GMT-0700 (PDT),Fair Market
2008,MERCEDES-BENZ,Gl-Class,GL450,suv,automatic,4jgbf71e68a351443,ga,27.0,119686.0,black,black,autonation honda thornton road,14900.0,11000.0,Tue May 19 2015 06:00:00 GMT-0700 (PDT),Great Deal
2005,VOLVO,Xc70,Base,wagon,automatic,yv1sz592651198739,wi,36.0,100839.0,silver,black,arlington hgts chry dod jeep,5325.0,5300.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT),Fair Market
2008,FORD,Escape,XLT,suv,,1fmcu03198kc65159,ms,29.0,114014.0,silver,purple,santander consumer,5450.0,5000.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT),Fair Market
2014,FORD,Fiesta,SE,hatchback,automatic,3fadp4ej6em165891,mi,48.0,12355.0,blue,black,ford motor credit company llc,11050.0,12000.0,Thu Feb 12 2015 01:00:00 GMT-0800 (PST),Fair Market
2014,DODGE,Avenger,SE,sedan,automatic,1c3cdzab2en145853,tx,48.0,29155.0,gray,black,joe myers toyota,11150.0,11400.0,Tue May 26 2015 03:45:00 GMT-0700 (PDT),Fair Market
2002,NISSAN,Pathfinder,LE,suv,automatic,jn8dr09x02w653973,fl,26.0,173632.0,black,black,whetstone partners,2275.0,1500.0,Wed Jan 07 2015 09:15:00 GMT-0800 (PST),Good Price
2010,TOYOTA,Corolla,Base,sedan,,jtdbu4ee1a9108858,ca,19.0,40630.0,white,beige,corona auto wholesale inc,8550.0,8300.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT),Fair Market
2013,CHEVROLET,Malibu,LTZ,sedan,automatic,1g11h5sa1df288901,ms,38.0,55669.0,gray,black,hertz car exchange inc/jackson,12400.0,13800.0,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT),Fair Market
2007,CHEVROLET,Cobalt,LT,sedan,,1g1al58f477230166,mo,38.0,88874.0,silver,gray,laclede gas,3700.0,3900.0,Tue May 26 2015 04:00:00 GMT-0700 (PDT),Fair Market
1997,TOYOTA,Camry,LE,sedan,automatic,4t1bg22k9vu086144,wa,19.0,151047.0,gray,gray,lexus of bellevue,1100.0,1200.0,Wed Jun 17 2015 06:20:00 GMT-0700 (PDT),Fair Market
2014,DODGE,Grand Caravan,SXT,minivan,,2c4rdgcgxer152975,pa,36.0,35763.0,red,beige,enterprise veh exchange/rental,16300.0,16200.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST),Fair Market
2010,DODGE,Grand Caravan,SXT,minivan,automatic,2d4rn5d18ar211448,va,35.0,81123.0,black,black,dt credit corporation,8275.0,8400.0,Thu Jan 22 2015 01:05:00 GMT-0800 (PST),Fair Market
2008,FORD,Escape,Limited,suv,automatic,1fmcu94138kd75269,nc,32.0,121853.0,silver,—,crossroads ford lincoln of shelby,6550.0,4600.0,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),Great Deal
2013,CHEVROLET,Silverado 1500,Work Truck,regular cab,automatic,1gcncpex4dz327546,az,39.0,18149.0,white,gray,california republic bank,16400.0,15000.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST),Good Price
2013,HONDA,Civic,LX PZEV,sedan,automatic,19xfb2f57de237844,ca,39.0,38240.0,silver,gray,north bakersfield toyota scion,12500.0,12400.0,Tue Jun 09 2015 05:00:00 GMT-0700 (PDT),Fair Market
2014,TOYOTA,Corolla,LE Plus,sedan,automatic,5yfburhe1ep052204,az,44.0,30768.0,gray,gray,enterprise veh exchange/rental,13350.0,12900.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT),Fair Market
2008,JEEP,Liberty,Sport,suv,automatic,1j8gn28k28w180245,in,21.0,117667.0,black,beige,santander consumer,6725.0,5000.0,Thu Jan 15 2015 02:10:00 GMT-0800 (PST),Great Deal
2014,CHEVROLET,Silverado 1500,LT,crew cab,automatic,3gcpcrec4eg301399,tx,5.0,8708.0,blue,black,ge fleet services for itself/servicer,27000.0,26500.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST),Fair Market
2004,CHEVROLET,Impala,LS,sedan,automatic,2g1wh52k449404826,ga,19.0,182484.0,gold,beige,five star toyota of milledgeville,1825.0,1800.0,Fri Jan 30 2015 03:00:00 GMT-0800 (PST),Fair Market
2007,CHRYSLER,Pacifica,Limited,wagon,automatic,2a8gm78x87r318499,va,32.0,154174.0,silver,gray,shirlie slack mitsubishi,3925.0,3800.0,Thu May 28 2015 02:35:00 GMT-0700 (PDT),Fair Market
2008,FORD,Escape,XLT,suv,automatic,1fmcu03z48ke01252,wi,38.0,137485.0,gray,gray,first midwest bank,5000.0,4200.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST),Good Price
2013,LEXUS,Gs 350,Base,sedan,automatic,jthbe1bl8d5005199,az,34.0,32931.0,black,gray,lexus financial services,32600.0,31700.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST),Good Price
2004,MITSUBISHI,Eclipse Spyder,GT,convertible,automatic,4a3ae55h44e057860,nc,19.0,230212.0,silver,black,auto house of salisbury inc,475.0,1300.0,Tue Feb 17 2015 02:00:00 GMT-0800 (PST),Fair Market
2005,HONDA,Element,EX,suv,,5j6yh28665l028966,pa,42.0,176491.0,green,gray,tdaf remarketing,3625.0,3050.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),Good Price
2013,CHRYSLER,200,LX,sedan,automatic,1c3ccbab3dn588571,fl,21.0,40380.0,red,black,avis corporation,10450.0,9800.0,Fri Jan 16 2015 02:45:00 GMT-0800 (PST),Good Price
2010,GMC,Terrain,SLT-1,suv,,2ctflgew4a6289193,nj,37.0,71408.0,gray,brown,bank of america,13250.0,14900.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,FORD,F-150,FX2,supercrew,automatic,1ftfw1cf3dke22059,tx,45.0,21128.0,burgundy,black,fiserv/regions bank,30500.0,29400.0,Tue Jun 02 2015 03:30:00 GMT-0700 (PDT),Good Price
2011,NAN,Nan,,nan,,1fdne1bw2bda56558,ca,36.0,106569.0,white,gray,vpsi  inc,11600.0,10400.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST),Good Price
2014,GMC,Savana Cargo,2500,van,automatic,1gtw7fca0e1908754,fl,43.0,18097.0,white,gray,u-haul,19500.0,19400.0,Thu May 21 2015 02:35:00 GMT-0700 (PDT),Fair Market
2008,JEEP,Wrangler,X,suv,manual,1j4fa24148l539165,ca,49.0,96371.0,white,gray,motor city lexus of bakersfield,11950.0,14600.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Gt-R,Premium,coupe,automatic,jn1ar5ef3dm261046,ca,41.0,14824.0,white,black,stanford car co,70000.0,70000.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST),Fair Market
2006,HONDA,Odyssey,EX-L,minivan,automatic,5fnrl38766b115200,fl,19.0,100197.0,blue,—,ed morse auto plaza,7100.0,6600.0,Thu Dec 18 2014 15:40:00 GMT-0800 (PST),Fair Market
2014,KIA,Sedona,LX,minivan,automatic,kndmg4c75e6553454,oh,44.0,50393.0,white,tan,rinos auto sales inc,11650.0,14200.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT),Fair Market
